"","uniqid","at_sexviol","f_gender","age","politics_n","f_urban","f_occup","region","complete"
"15857",360002325,3,"Woman",45,5,"Rural area or village","Employed position, service job","Eastern",TRUE
"15858",360002326,2,"Man",41,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"15859",360002366,0,"Woman",34,8,"Large town","Middle management, etc.","Eastern",TRUE
"15860",360002367,2,"Man",15,4,"Small/middle town","Student","Eastern",TRUE
"15861",360002388,0,"Woman",68,5,"Large town","Retired, unable to work","Eastern",TRUE
"15862",360002418,2,"Woman",74,3,"Large town","Retired, unable to work","Eastern",TRUE
"15863",360002444,0,"Woman",27,3,"Large town","Middle management, etc.","Eastern",TRUE
"15864",360002445,0,"Woman",40,5,"Large town","Employed position, service job","Eastern",TRUE
"15865",360002504,0,"Man",27,5,"Small/middle town","Student","Eastern",TRUE
"15866",360002512,1,"Woman",31,5,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15867",360002572,2,"Man",23,7,"Small/middle town","Employed position, travelling","Eastern",TRUE
"15868",360002602,1,"Man",38,10,"Rural area or village","Retired, unable to work","Eastern",TRUE
"15869",360002618,0,"Woman",47,5,"Small/middle town","Middle management, etc.","Eastern",TRUE
"15870",360002625,7,"Man",17,8,"Small/middle town","Skilled manual worker","Eastern",TRUE
"15871",360002627,2,"Woman",63,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15872",360002634,0,"Woman",54,5,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"15873",360002662,5,"Man",25,7,"Large town","Middle management, etc.","Eastern",TRUE
"15874",360002663,0,"Man",58,5,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"15875",360002664,2,"Man",33,5,"Large town","Business proprietors, etc.","Eastern",TRUE
"15876",360002665,3,"Woman",68,3,"Large town","Retired, unable to work","Eastern",TRUE
"15877",360002666,0,"Woman",57,8,"Large town","Skilled manual worker","Eastern",TRUE
"15878",360002668,4,"Woman",67,5,"Large town","Retired, unable to work","Eastern",TRUE
"15879",360002670,3,"Man",74,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15880",360002671,0,"Woman",74,6,"Large town","Retired, unable to work","Eastern",TRUE
"15881",360002672,0,"Man",34,6,"Small/middle town","Middle management, etc.","Eastern",TRUE
"15882",360002674,2,"Woman",74,6,"Large town","Retired, unable to work","Eastern",TRUE
"15883",360002676,1,"Man",19,3,"Large town","Student","Eastern",TRUE
"15884",360002677,0,"Man",27,3,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"15885",360002678,1,"Man",20,5,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"15886",360002686,3,"Woman",71,10,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15887",360002689,6,"Man",55,5,"Large town","Retired, unable to work","Eastern",TRUE
"15888",360002691,1,"Woman",45,8,"Rural area or village","Middle management, etc.","Eastern",TRUE
"15889",360002693,3,"Woman",74,10,"Large town","Retired, unable to work","Eastern",TRUE
"15890",360002695,0,"Woman",44,9,"Rural area or village","Employed position, at desk","Eastern",TRUE
"15891",360002697,0,"Man",58,4,"Large town","General management, etc.","Eastern",TRUE
"15892",360002698,0,"Woman",35,5,"Large town","Skilled manual worker","Eastern",TRUE
"15893",360002699,0,"Woman",65,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15894",360002724,0,"Man",69,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15895",360002725,1,"Woman",38,6,"Rural area or village","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"15896",360002726,0,"Man",47,10,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"15897",360002728,0,"Woman",27,5,"Rural area or village","Employed position, service job","Eastern",TRUE
"15898",360002730,3,"Man",58,5,"Large town","Skilled manual worker","Eastern",TRUE
"15899",360002732,0,"Woman",42,6,"Rural area or village","Employed position, at desk","Eastern",TRUE
"15900",360002733,3,"Man",74,10,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15901",360002735,3,"Man",73,6,"Rural area or village","Retired, unable to work","Eastern",TRUE
"15902",360002736,3,"Woman",19,7,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15903",360002737,1,"Woman",72,7,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15904",360002738,3,"Woman",71,8,"Rural area or village","Retired, unable to work","Eastern",TRUE
"15905",360002740,0,"Woman",73,10,"Rural area or village","Retired, unable to work","Eastern",TRUE
"15906",360002741,4,"Man",64,5,"Small/middle town","Employed position, travelling","Eastern",TRUE
"15907",360002743,3,"Woman",58,6,"Rural area or village","Retired, unable to work","Eastern",TRUE
"15908",360002744,0,"Man",48,3,"Large town","Employed position, at desk","Eastern",TRUE
"15909",360002773,2,"Woman",67,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15910",360002775,3,"Woman",63,3,"Large town","Retired, unable to work","Eastern",TRUE
"15911",360002776,0,"Man",52,5,"Rural area or village","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"15912",360002777,3,"Man",16,7,"Rural area or village","Student","Eastern",TRUE
"15913",360002779,0,"Woman",59,8,"Large town","Middle management, etc.","Eastern",TRUE
"15914",360002780,0,"Man",53,2,"Large town","Employed position, travelling","Eastern",TRUE
"15915",360002787,0,"Man",56,6,"Small/middle town","Employed position, travelling","Eastern",TRUE
"15916",360002788,1,"Man",65,10,"Large town","Retired, unable to work","Eastern",TRUE
"15917",360002789,3,"Man",25,8,"Rural area or village","Employed position, service job","Eastern",TRUE
"15918",360002795,5,"Woman",22,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"15919",360002817,0,"Woman",33,5,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15920",360002818,0,"Woman",30,7,"Rural area or village","Middle management, etc.","Eastern",TRUE
"15921",360002819,0,"Woman",59,5,"Rural area or village","Middle management, etc.","Eastern",TRUE
"15922",360002822,0,"Man",30,6,"Rural area or village","Employed position, service job","Eastern",TRUE
"15923",360002823,0,"Woman",65,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15924",360002827,0,"Man",62,6,"Large town","Retired, unable to work","Eastern",TRUE
"15925",360002828,3,"Woman",66,6,"Rural area or village","Retired, unable to work","Eastern",TRUE
"15926",360002840,0,"Woman",68,5,"Large town","Retired, unable to work","Eastern",TRUE
"15927",360002867,0,"Woman",28,7,"Large town","Employed position, service job","Eastern",TRUE
"15928",360002868,0,"Woman",33,6,"Rural area or village","Employed position, at desk","Eastern",TRUE
"15929",360002872,2,"Woman",59,7,"Rural area or village","Employed position, at desk","Eastern",TRUE
"15930",360002873,0,"Man",40,6,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"15931",360002884,0,"Woman",39,4,"Large town","Employed position, at desk","Eastern",TRUE
"15932",360002885,9,"Woman",51,8,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"15933",360002908,0,"Man",45,4,"Small/middle town","Farmer","Eastern",TRUE
"15934",360002963,0,"Woman",41,5,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15935",360002964,2,"Man",22,7,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"15936",360003036,0,"Man",21,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"15937",360003037,0,"Man",60,6,"Rural area or village","Unskilled manual worker, etc.","Eastern",TRUE
"15938",360003040,1,"Man",31,5,"Large town","Skilled manual worker","Eastern",TRUE
"15939",360003041,0,"Woman",47,5,"Large town","Middle management, etc.","Eastern",TRUE
"15940",360003042,0,"Woman",37,3,"Small/middle town","Employed position, service job","Eastern",TRUE
"15941",360003093,0,"Woman",55,5,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"15942",360003175,0,"Man",39,10,"Large town","Professional (lawyer, etc.)","Eastern",TRUE
"15943",360003183,0,"Man",40,7,"Small/middle town","Middle management, etc.","Eastern",TRUE
"15944",360003191,2,"Woman",74,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15945",360003193,3,"Man",38,5,"Small/middle town","Employed position, travelling","Eastern",TRUE
"15946",360003195,0,"Woman",25,6,"Small/middle town","Employed position, at desk","Eastern",TRUE
"15947",360003196,1,"Man",51,6,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"15948",360003197,2,"Man",74,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15949",360003198,0,"Woman",22,7,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15950",360003199,0,"Woman",37,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"15951",360003202,0,"Woman",28,5,"Small/middle town","Middle management, etc.","Eastern",TRUE
"15952",360003203,7,"Woman",34,6,"Small/middle town","Employed position, service job","Eastern",TRUE
"15953",360003204,0,"Woman",41,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"15954",360003205,4,"Woman",31,7,"Small/middle town","Employed position, service job","Eastern",TRUE
"15955",360003206,2,"Man",47,5,"Large town","Employed position, travelling","Eastern",TRUE
"15956",360003207,0,"Man",68,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15957",360003209,0,"Woman",55,5,"Large town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15958",360003212,3,"Woman",20,6,"Small/middle town","Student","Eastern",TRUE
"15959",360003213,0,"Woman",74,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15960",360003226,3,"Woman",56,6,"Rural area or village","Middle management, etc.","Eastern",TRUE
"15961",360003245,0,"Man",36,5,"Rural area or village","Skilled manual worker","Eastern",TRUE
"15962",360003246,0,"Woman",24,5,"Large town","Student","Eastern",TRUE
"15963",360003247,0,"Man",47,5,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"15964",360003249,3,"Woman",73,9,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15965",360003251,0,"Woman",66,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15966",360003252,0,"Woman",63,7,"Small/middle town","Business proprietors, etc.","Eastern",TRUE
"15967",360003269,5,"Woman",16,5,"Small/middle town","Student","Eastern",TRUE
"15968",360003271,1,"Woman",59,10,"Rural area or village","Supervisor","Eastern",TRUE
"15969",360003273,0,"Man",65,8,"Rural area or village","Retired, unable to work","Eastern",TRUE
"15970",360003276,0,"Woman",57,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"15971",360003278,2,"Man",70,5,"Large town","Retired, unable to work","Eastern",TRUE
"15972",360003281,0,"Man",35,6,"Small/middle town","Business proprietors, etc.","Eastern",TRUE
"15973",360003293,0,"Woman",25,1,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"15974",360003294,1,"Woman",36,6,"Rural area or village","Middle management, etc.","Eastern",TRUE
"15975",360003295,1,"Man",56,5,"Rural area or village","Middle management, etc.","Eastern",TRUE
"15976",360003296,0,"Man",72,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15977",360003298,0,"Woman",54,3,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15978",360003299,0,"Woman",63,5,"Large town","Retired, unable to work","Eastern",TRUE
"15979",360003300,0,"Woman",61,8,"Small/middle town","Employed position, service job","Eastern",TRUE
"15980",360003302,2,"Woman",27,3,"Small/middle town","Middle management, etc.","Eastern",TRUE
"15981",360003303,0,"Man",29,1,"Large town","Employed position, at desk","Eastern",TRUE
"15982",360003304,0,"Woman",74,10,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15983",360003320,0,"Woman",24,5,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15984",360003321,0,"Woman",73,10,"Rural area or village","Retired, unable to work","Eastern",TRUE
"15985",360003322,4,"Woman",22,5,"Small/middle town","Student","Eastern",TRUE
"15986",360003326,0,"Woman",70,5,"Large town","Retired, unable to work","Eastern",TRUE
"15987",360003327,0,"Woman",20,7,"Small/middle town","Student","Eastern",TRUE
"15988",360003333,0,"Woman",38,1,"Large town","Employed position, service job","Eastern",TRUE
"15989",360003336,0,"Woman",51,6,"Small/middle town","Middle management, etc.","Eastern",TRUE
"15990",360003338,0,"Man",39,5,"Rural area or village","Supervisor","Eastern",TRUE
"15991",360003373,0,"Woman",33,5,"Large town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"15992",360003384,0,"Man",52,7,"Large town","Skilled manual worker","Eastern",TRUE
"15993",360003386,2,"Man",22,10,"Rural area or village","Skilled manual worker","Eastern",TRUE
"15994",360003387,5,"Man",50,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"15995",360003388,6,"Woman",60,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"15996",360003392,0,"Woman",31,7,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"15997",360003393,2,"Woman",61,5,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"15998",360003394,0,"Man",34,3,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"15999",360003404,2,"Woman",22,8,"Rural area or village","Student","Eastern",TRUE
"16000",360003407,0,"Woman",43,7,"Large town","Employed position, at desk","Eastern",TRUE
"16001",360003411,1,"Woman",21,10,"Large town","Employed position, travelling","Eastern",TRUE
"16002",360003481,0,"Woman",48,5,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"16003",360003484,0,"Woman",27,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16004",360003485,0,"Woman",34,7,"Large town","Employed position, service job","Eastern",TRUE
"16005",360003489,9,"Woman",42,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16006",360003499,0,"Man",55,5,"Small/middle town","Farmer","Eastern",TRUE
"16007",360003503,2,"Man",50,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16008",360003515,1,"Woman",67,3,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16009",360003546,0,"Woman",36,5,"Small/middle town","Employed position, travelling","Eastern",TRUE
"16010",360003551,0,"Man",52,3,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16011",360003565,0,"Woman",53,10,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"16012",360003611,0,"Woman",45,5,"Rural area or village","Responsible for ordinary shopping, etc.","Eastern",TRUE
"16013",360003612,0,"Woman",58,6,"Rural area or village","Unskilled manual worker, etc.","Eastern",TRUE
"16014",360003614,0,"Man",68,8,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16015",360003616,0,"Woman",55,5,"Rural area or village","Employed position, service job","Eastern",TRUE
"16016",360003623,0,"Woman",33,7,"Small/middle town","Employed position, at desk","Eastern",TRUE
"16017",360003625,0,"Man",71,8,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16018",360003626,0,"Man",66,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16019",360003627,0,"Woman",62,10,"Rural area or village","Employed position, at desk","Eastern",TRUE
"16020",360003628,5,"Man",43,5,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"16021",360003645,3,"Woman",46,5,"Rural area or village","Unemployed, temporarily not working","Eastern",TRUE
"16022",360003646,2,"Woman",72,10,"Large town","Retired, unable to work","Eastern",TRUE
"16023",360003647,0,"Woman",43,6,"Large town","Employed position, at desk","Eastern",TRUE
"16024",360003649,0,"Woman",42,6,"Small/middle town","Employed position, at desk","Eastern",TRUE
"16025",360003650,1,"Man",45,6,"Rural area or village","Employed position, service job","Eastern",TRUE
"16026",360003651,0,"Woman",38,7,"Large town","Student","Eastern",TRUE
"16027",360003654,8,"Man",43,10,"Large town","Skilled manual worker","Eastern",TRUE
"16028",360003655,0,"Woman",44,6,"Rural area or village","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16029",360003656,0,"Woman",72,6,"Large town","Retired, unable to work","Eastern",TRUE
"16030",360003657,3,"Woman",62,8,"Small/middle town","Employed position, service job","Eastern",TRUE
"16031",360003660,1,"Woman",16,5,"Small/middle town","Student","Eastern",TRUE
"16032",360003661,1,"Man",28,2,"Large town","Skilled manual worker","Eastern",TRUE
"16033",360003663,1,"Man",20,4,"Rural area or village","Student","Eastern",TRUE
"16034",360003679,0,"Woman",21,5,"Rural area or village","Employed position, service job","Eastern",TRUE
"16035",360003681,0,"Woman",66,5,"Small/middle town","Employed position, travelling","Eastern",TRUE
"16036",360003683,0,"Man",30,5,"Large town","Employed position, travelling","Eastern",TRUE
"16037",360003684,0,"Woman",74,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16038",360003686,0,"Man",48,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16039",360003687,1,"Woman",20,5,"Large town","Employed position, service job","Eastern",TRUE
"16040",360003688,0,"Woman",42,5,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16041",360003689,0,"Woman",63,6,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16042",360003690,0,"Woman",33,5,"Rural area or village","Unemployed, temporarily not working","Eastern",TRUE
"16043",360003691,0,"Woman",74,8,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16044",360003692,0,"Woman",34,7,"Large town","Middle management, etc.","Eastern",TRUE
"16045",360003693,0,"Woman",28,10,"Large town","Middle management, etc.","Eastern",TRUE
"16046",360003694,1,"Man",18,6,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16047",360003695,0,"Man",39,5,"Small/middle town","General management, etc.","Eastern",TRUE
"16048",360003699,0,"Woman",30,7,"Small/middle town","Employed position, at desk","Eastern",TRUE
"16049",360003700,0,"Woman",37,6,"Rural area or village","Professional (lawyer, etc.)","Eastern",TRUE
"16050",360003701,0,"Woman",32,7,"Rural area or village","Employed position, service job","Eastern",TRUE
"16051",360003710,0,"Man",54,10,"Large town","Middle management, etc.","Eastern",TRUE
"16052",360003712,3,"Woman",70,7,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16053",360003715,3,"Woman",71,5,"Large town","Retired, unable to work","Eastern",TRUE
"16054",360003716,1,"Man",42,6,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16055",360003725,0,"Man",49,8,"Large town","Professional (lawyer, etc.)","Eastern",TRUE
"16056",360003726,0,"Man",31,9,"Small/middle town","Employed position, service job","Eastern",TRUE
"16057",360003727,0,"Man",19,9,"Large town","Student","Eastern",TRUE
"16058",360003729,0,"Man",74,8,"Large town","Retired, unable to work","Eastern",TRUE
"16059",360003730,0,"Man",65,6,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16060",360003732,3,"Woman",51,8,"Rural area or village","Employed position, service job","Eastern",TRUE
"16061",360003733,3,"Woman",59,5,"Large town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"16062",360003739,0,"Man",43,7,"Rural area or village","Employed position, travelling","Eastern",TRUE
"16063",360003740,0,"Man",23,7,"Rural area or village","Employed position, at desk","Eastern",TRUE
"16064",360003767,0,"Woman",31,7,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16065",360003768,0,"Man",18,5,"Small/middle town","Student","Eastern",TRUE
"16066",360003769,0,"Man",68,5,"Large town","Retired, unable to work","Eastern",TRUE
"16067",360003777,0,"Woman",44,7,"Large town","Employed position, at desk","Eastern",TRUE
"16068",360003778,0,"Woman",39,5,"Rural area or village","Employed position, service job","Eastern",TRUE
"16069",360003789,0,"Woman",70,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16070",360003796,0,"Woman",48,5,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"16071",360003797,0,"Woman",34,2,"Large town","Employed position, service job","Eastern",TRUE
"16072",360003798,0,"Man",24,4,"Small/middle town","Employed position, service job","Eastern",TRUE
"16073",360003800,0,"Woman",47,10,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16074",360003801,0,"Woman",58,8,"Rural area or village","Employed position, service job","Eastern",TRUE
"16075",360003804,0,"Man",58,2,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16076",360003805,4,"Woman",55,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16077",360003807,0,"Man",28,5,"Large town","Employed position, service job","Eastern",TRUE
"16078",360003808,0,"Woman",71,10,"Large town","Retired, unable to work","Eastern",TRUE
"16079",360003811,4,"Man",64,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16080",360003812,0,"Woman",58,6,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16081",360003815,0,"Woman",74,8,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16082",360003835,0,"Woman",39,5,"Small/middle town","Professional (lawyer, etc.)","Eastern",TRUE
"16083",360003840,0,"Woman",21,8,"Large town","Employed position, service job","Eastern",TRUE
"16084",360003841,2,"Man",32,2,"Rural area or village","Unskilled manual worker, etc.","Eastern",TRUE
"16085",360003857,1,"Man",48,3,"Rural area or village","Employed position, travelling","Eastern",TRUE
"16086",360003858,2,"Woman",39,10,"Rural area or village","Skilled manual worker","Eastern",TRUE
"16087",360003867,0,"Man",65,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16088",360003907,0,"Man",32,9,"Large town","Middle management, etc.","Eastern",TRUE
"16089",360003909,0,"Woman",31,10,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16090",360003910,0,"Woman",72,6,"Large town","Retired, unable to work","Eastern",TRUE
"16091",360003911,2,"Man",19,8,"Small/middle town","Student","Eastern",TRUE
"16092",360003933,1,"Man",35,5,"Small/middle town","General management, etc.","Eastern",TRUE
"16093",360003956,0,"Woman",32,5,"Large town","Employed position, at desk","Eastern",TRUE
"16094",360003957,0,"Man",28,8,"Small/middle town","Employed position, at desk","Eastern",TRUE
"16095",360003971,0,"Man",29,6,"Rural area or village","Employed position, service job","Eastern",TRUE
"16096",360003972,0,"Man",40,5,"Rural area or village","Business proprietors, etc.","Eastern",TRUE
"16097",360004004,0,"Woman",28,6,"Large town","Employed position, travelling","Eastern",TRUE
"16098",360004028,0,"Man",42,5,"Large town","Skilled manual worker","Eastern",TRUE
"16099",360004037,4,"Woman",46,5,"Small/middle town","Employed position, at desk","Eastern",TRUE
"16100",360004039,0,"Man",63,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16101",360004043,0,"Woman",69,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16102",360004122,0,"Man",60,10,"Rural area or village","Skilled manual worker","Eastern",TRUE
"16103",360004124,1,"Woman",50,5,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16104",360004125,4,"Man",43,5,"Rural area or village","Skilled manual worker","Eastern",TRUE
"16105",360004127,0,"Woman",74,7,"Small/middle town","Employed position, service job","Eastern",TRUE
"16106",360004128,0,"Woman",71,6,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16107",360004129,2,"Man",67,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16108",360004130,0,"Woman",63,4,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16109",360004132,0,"Man",41,8,"Small/middle town","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"16110",360004133,0,"Woman",20,1,"Large town","Employed position, at desk","Eastern",TRUE
"16111",360004134,7,"Woman",58,10,"Large town","Employed position, service job","Eastern",TRUE
"16112",360004135,0,"Woman",46,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"16113",360004136,2,"Woman",72,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16114",360004137,1,"Man",23,9,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"16115",360004138,0,"Man",31,7,"Rural area or village","Middle management, etc.","Eastern",TRUE
"16116",360004139,0,"Woman",65,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16117",360004141,0,"Man",16,6,"Small/middle town","Student","Eastern",TRUE
"16118",360004143,0,"Man",50,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16119",360004144,0,"Woman",50,5,"Rural area or village","Middle management, etc.","Eastern",TRUE
"16120",360004145,0,"Man",31,6,"Small/middle town","Employed position, travelling","Eastern",TRUE
"16121",360004146,0,"Woman",73,8,"Large town","Retired, unable to work","Eastern",TRUE
"16122",360004148,1,"Woman",65,5,"Large town","Middle management, etc.","Eastern",TRUE
"16123",360004149,0,"Man",39,5,"Rural area or village","Unemployed, temporarily not working","Eastern",TRUE
"16124",360004150,0,"Woman",37,7,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16125",360004151,0,"Man",36,5,"Large town","Business proprietors, etc.","Eastern",TRUE
"16126",360004157,4,"Man",34,7,"Rural area or village","Skilled manual worker","Eastern",TRUE
"16127",360004166,0,"Man",66,5,"Small/middle town","Supervisor","Eastern",TRUE
"16128",360004201,3,"Man",68,9,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16129",360004204,0,"Man",26,10,"Small/middle town","Employed position, at desk","Eastern",TRUE
"16130",360004205,1,"Woman",53,7,"Small/middle town","Employed position, service job","Eastern",TRUE
"16131",360004206,5,"Man",30,5,"Large town","Skilled manual worker","Eastern",TRUE
"16132",360004216,0,"Woman",73,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16133",360004218,0,"Woman",69,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16134",360004219,0,"Man",41,5,"Rural area or village","Skilled manual worker","Eastern",TRUE
"16135",360004220,0,"Man",31,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16136",360004221,0,"Woman",55,6,"Small/middle town","Employed position, service job","Eastern",TRUE
"16137",360004222,0,"Woman",47,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"16138",360004224,0,"Woman",73,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16139",360004226,0,"Woman",70,10,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16140",360004227,0,"Woman",59,6,"Large town","Retired, unable to work","Eastern",TRUE
"16141",360004228,0,"Woman",63,10,"Large town","Middle management, etc.","Eastern",TRUE
"16142",360004229,2,"Man",62,8,"Rural area or village","Skilled manual worker","Eastern",TRUE
"16143",360004230,7,"Woman",36,5,"Rural area or village","Unskilled manual worker, etc.","Eastern",TRUE
"16144",360004259,2,"Man",27,7,"Rural area or village","Student","Eastern",TRUE
"16145",360004260,0,"Man",20,9,"Small/middle town","Student","Eastern",TRUE
"16146",360004261,2,"Woman",52,10,"Rural area or village","Middle management, etc.","Eastern",TRUE
"16147",360004263,0,"Man",36,9,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16148",360004267,1,"Man",19,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"16149",360004269,0,"Woman",70,8,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16150",360004273,0,"Man",35,10,"Large town","Professional (lawyer, etc.)","Eastern",TRUE
"16151",360004275,1,"Man",39,6,"Small/middle town","Business proprietors, etc.","Eastern",TRUE
"16152",360004278,1,"Man",51,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16153",360004281,0,"Man",31,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16154",360004283,0,"Woman",48,7,"Rural area or village","Middle management, etc.","Eastern",TRUE
"16155",360004289,0,"Woman",71,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16156",360004290,0,"Woman",47,5,"Rural area or village","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16157",360004291,0,"Man",71,5,"Small/middle town","Employed position, travelling","Eastern",TRUE
"16158",360004292,3,"Woman",40,5,"Large town","Middle management, etc.","Eastern",TRUE
"16159",360004305,6,"Woman",73,8,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16160",360004306,0,"Woman",26,7,"Rural area or village","Employed position, travelling","Eastern",TRUE
"16161",360004307,0,"Woman",56,7,"Large town","Employed position, at desk","Eastern",TRUE
"16162",360004308,0,"Woman",64,5,"Large town","Retired, unable to work","Eastern",TRUE
"16163",360004309,0,"Woman",27,5,"Small/middle town","Employed position, at desk","Eastern",TRUE
